"","state","year","months","period","colony_n","colony_max","colony_lost","colony_lost_pct","colony_added","colony_reno","colony_reno_pct","Varroa mites","Other pests/parasites","Disesases","Pesticides","Other","Unknown","State.Code","Region","Division"
"576","Missouri",2019,"January-March",17,8500,8500,1100,13,80,60,1,5.4,2.3,1.9,0.5,5.4,3.2,"MO","Midwest","West North Central"
"577","Missouri",2016,"July-September",7,13500,13500,650,5,480,170,1,13.3,7.7,1,0.1,3.1,0.7,"MO","Midwest","West North Central"
"578","Missouri",2018,"October-December",16,10000,10000,880,9,170,150,2,37,10,1.1,2.3,1.9,4.1,"MO","Midwest","West North Central"
"579","Missouri",2018,"April-June",14,7000,7000,390,6,1800,800,11,11.8,13.2,0.8,1.5,8.3,2.6,"MO","Midwest","West North Central"
"580","Missouri",2017,"October-December",12,9500,9500,820,9,100,230,2,16.7,14.2,1,0.1,4.2,1.6,"MO","Midwest","West North Central"
"581","Missouri",2015,"October-December",4,13500,13500,690,5,30,40,NA,2.8,6,3.3,0.1,0.8,1.5,"MO","Midwest","West North Central"
"582","Missouri",2019,"April-June",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MO","Midwest","West North Central"
"583","Missouri",2015,"April-June",2,11500,12500,500,4,1900,1800,14,5.1,6.2,3.1,1.6,1,7.4,"MO","Midwest","West North Central"
"584","Missouri",2017,"July-September",11,9000,9000,580,6,320,310,3,77.7,36,2.8,34,1.6,35,"MO","Midwest","West North Central"
"585","Missouri",2018,"July-September",15,10000,10000,540,5,260,410,4,18.2,16.9,1.2,1.2,7.5,1.1,"MO","Midwest","West North Central"
"586","Missouri",2019,"October-December",20,9000,10000,1500,15,260,10,NA,19.2,5.9,0.2,0.1,1.5,0.4,"MO","Midwest","West North Central"
"587","Missouri",2016,"January-March",5,11500,11500,1200,10,930,290,3,17.8,6.2,0.3,5.4,4,5.4,"MO","Midwest","West North Central"
"588","Missouri",2016,"April-June",6,12000,12500,770,6,1800,730,6,17.2,1.6,0.7,0.1,1.6,1.2,"MO","Midwest","West North Central"
"589","Missouri",2017,"April-June",10,7000,7500,260,3,1700,1000,13,13.8,8.7,3,1,5.1,1.8,"MO","Midwest","West North Central"
"590","Missouri",2020,"April-June",22,6500,6500,390,6,2900,1200,18,17.4,1.5,5.7,3.1,11.2,1.9,"MO","Midwest","West North Central"
"591","Missouri",2017,"January-March",9,6500,7500,1200,16,400,10,NA,16.2,15.2,0.5,2.6,5.4,5.3,"MO","Midwest","West North Central"
"592","Missouri",2019,"July-September",19,10500,10500,500,5,260,350,3,18.4,7.1,0.4,0.8,2.1,0.6,"MO","Midwest","West North Central"
"593","Missouri",2021,"January-March",25,5500,5500,1500,27,780,40,1,16.6,5.6,NA,0.8,13.1,10.3,"MO","Midwest","West North Central"
"594","Missouri",2020,"July-September",23,8000,8000,730,9,290,820,10,30.8,8.8,NA,1.1,2.4,2.4,"MO","Midwest","West North Central"
"595","Missouri",2020,"October-December",24,6500,7000,750,11,20,110,2,13.1,7.9,NA,0.5,3.1,0.8,"MO","Midwest","West North Central"
"596","Missouri",2018,"January-March",13,8000,8000,1400,18,1400,50,1,86,77.8,0.3,3.5,26.5,23.9,"MO","Midwest","West North Central"
"597","Missouri",2020,"January-March",21,8500,8500,2100,25,30,NA,NA,8.4,3.4,0.9,1.6,2.1,3.4,"MO","Midwest","West North Central"
"598","Missouri",2021,"April-June",26,4800,4800,670,14,2000,670,14,15.4,6.2,1.3,0.6,5.8,4.6,"MO","Midwest","West North Central"
"599","Montana",2016,"October-December",8,124000,124000,16000,13,2700,NA,NA,59.1,39.4,32.9,13.7,33.3,33.1,"MT","West","Mountain"
"600","Montana",2016,"July-September",7,147000,158000,11500,7,4100,6500,4,41.9,8.8,7,6.9,6.1,1.4,"MT","West","Mountain"
"601","Montana",2017,"July-September",11,154000,161000,18500,11,3100,23000,14,42.3,6.7,6.9,2.2,19.1,2,"MT","West","Mountain"
"602","Montana",2015,"January-March",1,8500,36000,2200,6,1400,1100,3,8.7,0.5,0.6,0.8,2.3,7.9,"MT","West","Mountain"
"603","Montana",2017,"October-December",12,115000,121000,13000,11,5500,2900,2,54.2,4.1,3.1,5.9,5.3,4.1,"MT","West","Mountain"
"604","Montana",2018,"October-December",16,98000,102000,5500,5,3100,500,NA,40.7,13,5.6,17.5,2.9,NA,"MT","West","Mountain"
"605","Montana",2019,"January-March",17,37000,68000,3500,5,1700,1900,3,15.1,NA,NA,0.8,0.8,1.1,"MT","West","Mountain"
"606","Montana",2015,"October-December",4,116000,123000,10000,8,1000,80,NA,35.5,19.8,14.4,11.4,3.2,13.9,"MT","West","Mountain"
"607","Montana",2016,"January-March",5,15500,48000,840,2,11500,NA,NA,0.8,NA,NA,0.6,0.2,0.1,"MT","West","Mountain"
"608","Montana",2017,"January-March",9,18500,46000,470,1,3100,6000,13,34,13.6,NA,2.3,5.6,0.1,"MT","West","Mountain"
"609","Montana",2021,"January-March",25,40000,51000,310,1,NA,20,NA,NA,NA,NA,NA,NA,NA,"MT","West","Mountain"
"610","Montana",2015,"April-June",2,36000,210000,4200,2,14000,33000,16,9,0.9,0.8,5.3,1.6,NA,"MT","West","Mountain"
"611","Montana",2018,"April-June",14,50000,171000,4800,3,26000,20000,12,41.3,4.3,2.8,1.3,1,0.8,"MT","West","Mountain"
"612","Montana",2019,"April-June",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MT","West","Mountain"
"613","Montana",2015,"July-September",3,140000,156000,10500,7,3200,10000,6,52.5,16.4,10.7,2.3,6.4,5.3,"MT","West","Mountain"
"614","Montana",2018,"July-September",15,145000,153000,18500,12,3100,22000,14,43.8,18.5,18,6.8,21.8,2.7,"MT","West","Mountain"
"615","Montana",2019,"July-September",19,147000,154000,18500,12,3600,12500,8,28,10,10.6,6.1,4.1,1,"MT","West","Mountain"
"616","Montana",2018,"January-March",13,35000,60000,140,NA,840,NA,NA,28.9,NA,NA,26.1,0.1,0.1,"MT","West","Mountain"
"617","Montana",2019,"October-December",20,71000,79000,7000,9,770,4000,5,15.7,1.8,NA,0.8,2.8,0.3,"MT","West","Mountain"
"618","Montana",2020,"January-March",21,18000,48000,150,NA,NA,NA,NA,4,NA,NA,NA,0.5,NA,"MT","West","Mountain"
"619","Montana",2016,"April-June",6,62000,157000,7000,4,25000,13500,9,30.3,7.1,4.5,3.9,6.9,0.2,"MT","West","Mountain"
"620","Montana",2017,"April-June",10,46000,134000,3800,3,15000,20000,15,24.3,3.8,4.2,3.3,4.4,0.6,"MT","West","Mountain"
"621","Montana",2020,"April-June",22,48000,120000,3800,3,14000,16500,14,12.1,5.6,5.9,NA,4.6,0.3,"MT","West","Mountain"
"622","Montana",2020,"October-December",24,81000,92000,14000,15,3500,290,NA,15.1,11.6,11.6,2.6,4.4,6,"MT","West","Mountain"
"623","Montana",2020,"July-September",23,138000,139000,8500,6,6500,28000,20,36.6,2.1,0.9,NA,8.6,1.2,"MT","West","Mountain"
"624","Montana",2021,"April-June",26,38000,116000,3100,3,13500,15500,13,20.8,NA,1.5,13.3,5.2,3,"MT","West","Mountain"
"625","Nebraska",2018,"October-December",16,45000,45000,5000,11,7000,840,2,3,0.7,0.7,0.3,2.9,1,"NE","Midwest","West North Central"
"626","Nebraska",2017,"July-September",11,46000,47000,3700,8,880,13500,29,15.1,6.6,0.4,7.1,9.2,0.2,"NE","Midwest","West North Central"
"627","Nebraska",2016,"July-September",7,45000,47000,8500,18,390,27000,57,20.4,1.6,0.1,10.2,1.6,0.1,"NE","Midwest","West North Central"
"628","Nebraska",2017,"October-December",12,42000,42000,7500,18,80,50,NA,26.6,3.3,4.1,2.1,4.3,11.5,"NE","Midwest","West North Central"
"629","Nebraska",2019,"January-March",17,13500,16500,2500,15,NA,NA,NA,32.3,1.3,32,0.8,2.2,0.1,"NE","Midwest","West North Central"
"630","Nebraska",2020,"January-March",21,9000,17000,670,4,70,NA,NA,2.2,0.1,0.1,NA,0.3,0.8,"NE","Midwest","West North Central"
"631","Nebraska",2016,"October-December",8,37000,37000,4300,12,190,NA,NA,10.5,1.4,0.2,1.2,0.4,1.5,"NE","Midwest","West North Central"
"632","Nebraska",2020,"July-September",23,47000,48000,4300,9,3000,3100,6,23.4,0.8,3.3,19.8,21.4,NA,"NE","Midwest","West North Central"
"633","Nebraska",2020,"April-June",22,16500,39000,1800,5,7000,1100,3,15.8,1,4.4,10.9,0.1,2.6,"NE","Midwest","West North Central"
"634","Nebraska",2019,"October-December",20,37000,38000,2700,7,320,10,NA,5.8,1,NA,3.5,2.8,6.4,"NE","Midwest","West North Central"
"635","Nebraska",2018,"April-June",14,10500,40000,2700,7,3100,700,2,3.9,0.4,0.4,3.2,7.5,4,"NE","Midwest","West North Central"
"636","Nebraska",2018,"January-March",13,6500,14000,430,3,NA,NA,NA,4.5,1.6,NA,2.8,1.7,0.9,"NE","Midwest","West North Central"
"637","Nebraska",2016,"January-March",5,10500,21000,330,2,40,30,NA,1.7,0.4,0.1,0.2,0.8,0.4,"NE","Midwest","West North Central"
"638","Nebraska",2015,"July-September",3,67000,77000,6000,8,500,6000,8,33.2,10.3,10.9,13.2,4.6,4.3,"NE","Midwest","West North Central"
"639","Nebraska",2020,"October-December",24,43000,43000,7000,16,280,2500,6,3.6,NA,0.5,NA,1.4,6.3,"NE","Midwest","West North Central"
"640","Nebraska",2015,"October-December",4,72000,73000,7000,10,10,5500,8,15.5,NA,0.2,0.3,0.4,1.7,"NE","Midwest","West North Central"
"641","Nebraska",2021,"January-March",25,11000,17500,640,4,1300,NA,NA,NA,NA,NA,1.5,1.7,0.7,"NE","Midwest","West North Central"
"642","Nebraska",2019,"July-September",19,40000,41000,3700,9,680,1400,3,29.2,2.7,1.8,2.8,7.2,1.9,"NE","Midwest","West North Central"
"643","Nebraska",2018,"July-September",15,52000,54000,6500,12,8500,5000,9,24.1,3.2,5.9,6.5,4.3,4,"NE","Midwest","West North Central"
"644","Nebraska",2019,"April-June",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NE","Midwest","West North Central"
"645","Nebraska",2021,"April-June",26,18500,37000,1800,5,8500,810,2,17.4,NA,NA,7.4,3.2,1.3,"NE","Midwest","West North Central"
"646","Nebraska",2015,"January-March",1,10000,31000,2600,8,120,310,1,5.9,0.1,0.1,0.5,0.3,3,"NE","Midwest","West North Central"
"647","Nebraska",2016,"April-June",6,19500,43000,6000,14,8000,28000,65,6.1,0.1,1,3.8,1.1,3.5,"NE","Midwest","West North Central"
"648","Nebraska",2015,"April-June",2,29000,68000,4100,6,15500,4600,7,6.5,6.9,NA,1.4,2.1,1.5,"NE","Midwest","West North Central"
"649","Nebraska",2017,"April-June",10,8500,63000,640,1,6000,39000,62,73.8,67.2,0.7,66.6,8.9,0.5,"NE","Midwest","West North Central"
"650","Nebraska",2017,"January-March",9,7500,13000,750,6,120,NA,NA,14.9,0.3,0.4,NA,2.2,1.2,"NE","Midwest","West North Central"
"651","New Jersey",2021,"January-March",25,14000,14000,360,3,610,80,1,18.7,1.5,1,1.3,1.2,0.8,"NJ","Northeast","Middle Atlantic"
"652","New Jersey",2020,"April-June",22,7000,20000,760,4,1600,720,4,7.2,0.8,22.1,0.1,22.3,0.1,"NJ","Northeast","Middle Atlantic"
"653","New Jersey",2018,"January-March",13,6500,6500,730,11,180,190,3,14.9,1.9,NA,0.4,3.8,0.8,"NJ","Northeast","Middle Atlantic"
"654","New Jersey",2019,"October-December",20,15500,15500,220,1,60,80,1,2.5,0.9,NA,NA,1.3,0.5,"NJ","Northeast","Middle Atlantic"
"655","New Jersey",2020,"October-December",24,18000,18000,310,2,2000,480,3,6.8,2.1,0.5,0.6,0.2,0.7,"NJ","Northeast","Middle Atlantic"
"656","New Jersey",2015,"July-September",3,18500,18500,210,1,190,500,3,7.2,1,0.1,NA,1.1,0.7,"NJ","Northeast","Middle Atlantic"
"657","New Jersey",2018,"July-September",15,14000,14000,320,2,250,220,2,12.3,5.1,0.2,0.1,1,0.4,"NJ","Northeast","Middle Atlantic"
"658","New Jersey",2021,"April-June",26,14500,19500,410,2,1400,140,1,11.4,5.3,NA,2.6,1.7,1.3,"NJ","Northeast","Middle Atlantic"
"659","New Jersey",2015,"October-December",4,8000,8500,270,3,20,10,NA,7.7,2.2,NA,0.4,0.4,1.2,"NJ","Northeast","Middle Atlantic"
"660","New Jersey",2018,"October-December",16,15500,15500,1300,8,30,80,1,14,3.2,0.1,NA,5.4,0.3,"NJ","Northeast","Middle Atlantic"
"661","New Jersey",2017,"October-December",12,15500,15500,1200,8,330,270,2,18.9,6.8,4.4,4.4,3.3,NA,"NJ","Northeast","Middle Atlantic"
"662","New Jersey",2020,"January-March",21,6500,7000,250,4,110,40,1,9.4,2.9,0.5,0.1,3.2,2.3,"NJ","Northeast","Middle Atlantic"
"663","New Jersey",2017,"July-September",11,16000,16000,420,3,280,110,1,10.7,2.9,NA,0.8,0.4,1.9,"NJ","Northeast","Middle Atlantic"
"664","New Jersey",2016,"October-December",8,12000,12000,340,3,400,NA,NA,28.6,11.3,0.4,1.9,3.4,8.6,"NJ","Northeast","Middle Atlantic"
"665","New Jersey",2020,"July-September",23,17500,18500,2300,12,1500,1800,10,21.7,5.6,NA,16.3,NA,NA,"NJ","Northeast","Middle Atlantic"
"666","New Jersey",2019,"July-September",19,16000,16000,680,4,650,3100,19,26.1,2.3,0.3,0.2,0.5,0.1,"NJ","Northeast","Middle Atlantic"
"667","New Jersey",2016,"April-June",6,4200,18000,1500,8,1900,110,1,11.9,0.9,0.2,NA,0.2,0.3,"NJ","Northeast","Middle Atlantic"
"668","New Jersey",2015,"January-March",1,6000,9000,1100,12,570,1600,18,40.1,13.2,30.4,11.1,19.5,16.7,"NJ","Northeast","Middle Atlantic"
"669","New Jersey",2015,"April-June",2,8500,19000,1800,10,2100,2900,15,52.5,3.6,0.3,26.1,1,2.4,"NJ","Northeast","Middle Atlantic"
"670","New Jersey",2017,"April-June",10,6000,21000,430,2,1600,660,3,24.1,5.4,2.3,1.9,0.3,0.7,"NJ","Northeast","Middle Atlantic"
"671","New Jersey",2018,"April-June",14,4400,15000,270,2,1200,170,1,16.5,3.3,NA,0.1,3.4,0.1,"NJ","Northeast","Middle Atlantic"
"672","New Jersey",2016,"July-September",7,18000,18000,270,2,120,80,NA,20.2,7.1,1.2,8.5,1.3,0.3,"NJ","Northeast","Middle Atlantic"
"673","New Jersey",2017,"January-March",9,6000,6500,490,8,10,NA,NA,16.3,0.7,0.3,0.1,0.8,0.6,"NJ","Northeast","Middle Atlantic"
"674","New Jersey",2019,"April-June",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NJ","Northeast","Middle Atlantic"
"675","New Jersey",2019,"January-March",17,6000,6000,310,5,130,60,1,15.3,4.4,NA,NA,3.5,0.6,"NJ","Northeast","Middle Atlantic"
"676","New Jersey",2016,"January-March",5,8500,8500,1000,12,80,40,1,5.5,0.8,0.2,0.4,1.2,8.2,"NJ","Northeast","Middle Atlantic"
"677","New Mexico",2015,"July-September",3,6500,6500,1600,25,1300,650,10,61.2,55,55,58,55.5,0.7,"NM","West","Mountain"
"678","New Mexico",2018,"January-March",13,7500,7500,3900,52,180,NA,NA,42.8,0.5,NA,1.3,9.4,0.5,"NM","West","Mountain"
"679","New Mexico",2020,"July-September",23,5500,5500,1600,29,3300,760,14,33.8,32.9,NA,NA,0.5,NA,"NM","West","Mountain"
"680","New Mexico",2018,"July-September",15,6000,7000,1200,17,3800,1000,14,NA,NA,NA,12.3,0.4,0.2,"NM","West","Mountain"
"681","New Mexico",2021,"January-March",25,3500,3500,230,7,2200,NA,NA,14.2,0.1,NA,NA,6.5,1.9,"NM","West","Mountain"
"682","New Mexico",2019,"October-December",20,6000,6000,70,1,30,10,NA,5.2,0.3,0.4,NA,2.6,NA,"NM","West","Mountain"
"683","New Mexico",2018,"October-December",16,8000,8000,3000,38,50,NA,NA,81.3,0.8,3.7,0.1,8,1.2,"NM","West","Mountain"
"684","New Mexico",2015,"April-June",2,6500,8500,1000,12,1500,330,4,38.8,NA,15.5,5.9,0.4,2.7,"NM","West","Mountain"
"685","New Mexico",2020,"January-March",21,6000,6000,40,1,120,NA,NA,2.1,NA,NA,NA,0.7,0.2,"NM","West","Mountain"
"686","New Mexico",2015,"January-March",1,7000,7000,690,10,190,600,9,17.1,0.1,NA,0.2,1.3,0.4,"NM","West","Mountain"
"687","New Mexico",2016,"October-December",8,7000,7000,1600,23,1100,20,NA,46.2,0.3,7.2,NA,0.8,0.3,"NM","West","Mountain"
"688","New Mexico",2021,"April-June",26,5500,5500,540,10,80,2300,42,64.6,NA,0.1,2.5,NA,NA,"NM","West","Mountain"
"689","New Mexico",2016,"April-June",6,6500,6500,1400,22,2700,100,2,59.1,0.3,12.1,2.5,8.2,NA,"NM","West","Mountain"
"690","New Mexico",2020,"October-December",24,2400,3600,190,5,80,50,1,15.7,NA,1,NA,2,0.9,"NM","West","Mountain"
"691","New Mexico",2015,"October-December",4,6000,6000,290,5,290,30,1,30.9,0.3,0.2,8.4,0.6,1.7,"NM","West","Mountain"
"692","New Mexico",2016,"January-March",5,6000,6500,1700,26,10,70,1,69,0.4,31.5,NA,1.5,0.3,"NM","West","Mountain"
"693","New Mexico",2017,"April-June",10,7000,7500,1700,23,2300,3900,52,88.4,0.6,72.9,NA,35.6,0.6,"NM","West","Mountain"
"694","New Mexico",2018,"April-June",14,1900,4300,50,1,290,450,10,0.3,0.1,0.3,NA,0.2,1,"NM","West","Mountain"
"695","New Mexico",2019,"July-September",19,2400,5500,170,3,1000,550,10,39.5,29.1,0.9,NA,0.8,NA,"NM","West","Mountain"
"696","New Mexico",2017,"July-September",11,8500,8500,2500,29,1800,200,2,74.3,3.3,17.8,13.6,3.1,0.3,"NM","West","Mountain"
"697","New Mexico",2020,"April-June",22,3100,6000,50,1,250,60,1,3,0.4,0.3,0.4,0.4,0.1,"NM","West","Mountain"
"698","New Mexico",2019,"April-June",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NM","West","Mountain"
"699","New Mexico",2016,"July-September",7,6500,6500,1100,17,2000,1000,15,59.5,55.4,55.2,24.1,1.7,0.7,"NM","West","Mountain"
"700","New Mexico",2017,"January-March",9,5500,5500,2100,38,3600,NA,NA,93.9,NA,87.4,NA,2,NA,"NM","West","Mountain"
"701","New Mexico",2017,"October-December",12,8000,8000,1900,24,1700,NA,NA,86.1,0.3,NA,10.3,10,1,"NM","West","Mountain"
"702","New Mexico",2019,"January-March",17,4800,4800,170,4,NA,NA,NA,3.5,1.1,0.6,NA,1.4,0.3,"NM","West","Mountain"
"703","New York",2016,"April-June",6,31000,46000,4000,9,13500,1500,3,20.4,3.1,0.9,11.7,4.1,3.8,"NY","Northeast","Middle Atlantic"
"704","New York",2018,"April-June",14,20000,36000,3300,9,8000,2300,6,40.8,20.3,15.4,6,17.3,3.6,"NY","Northeast","Middle Atlantic"
"705","New York",2017,"January-March",9,32000,33000,6000,18,520,NA,NA,20.4,9.4,9.8,4.4,13.2,10.9,"NY","Northeast","Middle Atlantic"
"706","New York",2016,"January-March",5,31000,31000,4000,13,140,1400,5,27.5,5.9,1.5,7.6,9.5,2.6,"NY","Northeast","Middle Atlantic"
"707","New York",2016,"July-September",7,56000,56000,10000,18,1900,800,1,37.4,9,5.5,5.2,24.7,2.6,"NY","Northeast","Middle Atlantic"
"708","New York",2017,"April-June",10,25000,41000,1300,3,16000,7500,18,21.7,2.2,2.2,2.1,9.1,0.1,"NY","Northeast","Middle Atlantic"
"709","New York",2016,"October-December",8,48000,49000,9000,18,240,130,NA,27.8,2.2,3.6,12.5,2.2,2.1,"NY","Northeast","Middle Atlantic"
"710","New York",2015,"October-December",4,45000,45000,4000,9,260,10,NA,24.5,2.2,0.8,0.9,0.4,6.2,"NY","Northeast","Middle Atlantic"
"711","New York",2019,"January-March",17,24000,24000,3400,14,110,80,NA,10.6,2.5,1.7,1.7,7.7,9,"NY","Northeast","Middle Atlantic"
"712","New York",2015,"July-September",3,44000,47000,6500,14,4400,7000,15,40,14.3,5.7,17.1,8.8,1.5,"NY","Northeast","Middle Atlantic"
"713","New York",2021,"January-March",25,30000,30000,4900,16,3400,380,1,15,3.9,0.6,0.5,5.7,4.8,"NY","Northeast","Middle Atlantic"
"714","New York",2018,"July-September",15,55000,56000,3900,7,3600,3700,7,40.7,20.6,18.6,24.4,22.9,10.2,"NY","Northeast","Middle Atlantic"
"715","New York",2021,"April-June",26,29000,50000,3000,6,14500,4100,8,35.8,3.9,0.5,1.7,2.3,3.5,"NY","Northeast","Middle Atlantic"
"716","New York",2020,"April-June",22,33000,56000,4900,9,6500,3300,6,21.2,2.6,0.6,0.2,3.6,0.6,"NY","Northeast","Middle Atlantic"
"717","New York",2015,"April-June",2,24000,34000,1100,3,11000,1500,4,19.1,12.5,4.5,4.4,3.3,1.1,"NY","Northeast","Middle Atlantic"
"718","New York",2018,"October-December",16,53000,53000,4400,8,1000,1500,3,26,4.5,7.8,2.4,7.8,0.7,"NY","Northeast","Middle Atlantic"
"719","New York",2015,"January-March",1,27000,30000,6500,22,430,950,3,7.6,2.6,0.5,4.4,12.4,8.3,"NY","Northeast","Middle Atlantic"
"720","New York",2017,"October-December",12,51000,51000,3900,8,820,460,1,22.3,12.7,8,5.4,0.4,2.6,"NY","Northeast","Middle Atlantic"
"721","New York",2017,"July-September",11,59000,59000,6500,11,3100,9000,15,45.1,19.8,6.2,9.4,13.6,1.8,"NY","Northeast","Middle Atlantic"
"722","New York",2019,"April-June",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NY","Northeast","Middle Atlantic"
"723","New York",2020,"October-December",24,52000,52000,4100,8,2400,5000,10,19.2,7.2,NA,NA,4.5,4.1,"NY","Northeast","Middle Atlantic"
"724","New York",2019,"October-December",20,65000,65000,10000,15,630,510,1,33.3,24.8,3,8.7,3.2,4,"NY","Northeast","Middle Atlantic"
"725","New York",2020,"July-September",23,61000,61000,3600,6,5500,1600,3,18.2,7.8,6.3,3.3,2.1,1.1,"NY","Northeast","Middle Atlantic"
"726","New York",2018,"January-March",13,26000,26000,3700,14,400,170,1,25.3,11.9,1.4,1.9,8,6,"NY","Northeast","Middle Atlantic"
"727","New York",2020,"January-March",21,29000,36000,3700,10,230,370,1,6.6,2.9,NA,NA,1.7,7.7,"NY","Northeast","Middle Atlantic"
"728","New York",2019,"July-September",19,65000,69000,8500,12,3200,3700,5,30.7,11.5,1.2,8.2,2.5,3.8,"NY","Northeast","Middle Atlantic"
"729","North Carolina",2021,"April-June",26,22000,23000,1700,7,6000,3300,14,35.8,3.5,NA,NA,NA,NA,"NC","South","South Atlantic"
"730","North Carolina",2016,"October-December",8,25000,25000,5500,22,220,50,NA,24,7.7,1.8,NA,12.5,1.3,"NC","South","South Atlantic"
"731","North Carolina",2015,"January-March",1,24000,26000,7000,27,6000,690,3,35.5,2.3,0.1,22.9,6.2,12.2,"NC","South","South Atlantic"
"732","North Carolina",2015,"July-September",3,24000,24000,2900,12,2500,1100,5,33.9,27.9,0.7,7.5,5.7,8.5,"NC","South","South Atlantic"
"733","North Carolina",2016,"April-June",6,23000,24000,1600,7,10000,550,2,51.8,23.5,4.7,33.8,8.3,41.7,"NC","South","South Atlantic"
"734","North Carolina",2015,"April-June",2,19500,23000,1800,8,5500,3300,14,51,14.3,0.3,3.5,5.8,3,"NC","South","South Atlantic"
"735","North Carolina",2018,"April-June",14,16000,17500,1200,7,3600,800,5,9.7,2.6,0.5,2.4,14.6,0.8,"NC","South","South Atlantic"
"736","North Carolina",2015,"October-December",4,22000,22000,2200,10,510,70,NA,9.6,3.4,0.5,0.4,5.4,3.4,"NC","South","South Atlantic"
"737","North Carolina",2017,"January-March",9,16000,23000,2500,11,3700,1200,5,34.7,17.4,0.2,1.5,7.2,3.9,"NC","South","South Atlantic"
"738","North Carolina",2016,"July-September",7,25000,25000,1400,6,1400,1200,5,27.8,13.4,0.1,2.9,13.4,3,"NC","South","South Atlantic"
"739","North Carolina",2019,"January-March",17,10500,14500,1700,12,750,890,6,16.4,2,0.2,0.7,2.2,3.4,"NC","South","South Atlantic"
"740","North Carolina",2019,"April-June",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NC","South","South Atlantic"
"741","North Carolina",2016,"January-March",5,18500,24000,2500,10,80,840,4,9.6,2.5,1.9,2.7,4,2.5,"NC","South","South Atlantic"
"742","North Carolina",2017,"October-December",12,23000,23000,5000,22,60,290,1,64.2,16.3,3.9,1.5,11.7,6.7,"NC","South","South Atlantic"
"743","North Carolina",2017,"April-June",10,24000,25000,1600,6,3900,2700,11,23.4,5.5,2.3,0.8,5.1,1.5,"NC","South","South Atlantic"
"744","North Carolina",2017,"July-September",11,26000,27000,3300,12,4100,2900,11,74.5,36.1,3.3,20.3,7.6,1.8,"NC","South","South Atlantic"
"745","North Carolina",2018,"January-March",13,18500,18500,4200,23,2400,260,1,29.7,10.2,0.3,0.3,13.4,8,"NC","South","South Atlantic"
"746","North Carolina",2021,"January-March",25,18000,21000,2100,10,2700,110,1,23.7,7.3,NA,NA,0.6,0.5,"NC","South","South Atlantic"
"747","North Carolina",2020,"October-December",24,16500,22000,2500,11,200,9000,41,37.7,14,NA,5.1,0.6,1.9,"NC","South","South Atlantic"
"748","North Carolina",2019,"October-December",20,17500,18000,3200,18,240,770,4,44.5,21,4.5,2.4,15.7,11.7,"NC","South","South Atlantic"
"749","North Carolina",2020,"April-June",22,24000,25000,1600,6,6000,1300,5,23,5.5,1.9,NA,1.8,1.4,"NC","South","South Atlantic"
"750","North Carolina",2020,"January-March",21,15000,23000,2200,10,3000,490,2,35.7,7.1,4.8,0.6,1.4,5.1,"NC","South","South Atlantic"
"751","North Carolina",2019,"July-September",19,22000,22000,2700,12,1800,5000,23,26.9,11.3,19.7,4,9.7,5.7,"NC","South","South Atlantic"
"752","North Carolina",2018,"July-September",15,18000,18000,2200,12,2600,2000,11,66,17.9,11.4,8.4,11.4,3.1,"NC","South","South Atlantic"
"753","North Carolina",2020,"July-September",23,26000,27000,4600,17,950,5500,20,70.5,17.9,NA,NA,NA,NA,"NC","South","South Atlantic"
"754","North Carolina",2018,"October-December",16,16000,16000,2700,17,250,300,2,53,10.4,3.8,2,11.1,5.2,"NC","South","South Atlantic"
"755","North Dakota",2018,"April-June",14,72000,430000,11000,3,30000,46000,11,24.7,7.5,4.8,4.7,3.9,4.3,"ND","Midwest","West North Central"
"756","North Dakota",2015,"October-December",4,230000,275000,35000,13,2700,9000,3,10.8,2.3,1.8,1.5,3.7,2.1,"ND","Midwest","West North Central"
"757","North Dakota",2015,"April-June",2,121000,450000,29000,6,39000,61000,14,15.5,3,0.1,4.3,4.6,0.3,"ND","Midwest","West North Central"
"758","North Dakota",2020,"July-September",23,455000,495000,53000,11,57000,33000,7,61.3,15.9,12.3,4.1,9.3,1.4,"ND","Midwest","West North Central"
"759","North Dakota",2016,"July-September",7,510000,550000,71000,13,25000,104000,19,38,11.8,6.3,12.9,9.9,3.1,"ND","Midwest","West North Central"
"760","North Dakota",2017,"January-March",9,50000,123000,640,1,1100,10,NA,0.8,NA,NA,NA,0.2,0.1,"ND","Midwest","West North Central"
"761","North Dakota",2017,"July-September",11,470000,490000,48000,10,24000,1e+05,20,42,11.9,3.4,8.1,8.1,1.9,"ND","Midwest","West North Central"
"762","North Dakota",2015,"January-March",1,57000,120000,620,1,1800,530,NA,1.7,1.7,NA,NA,2.5,0.1,"ND","Midwest","West North Central"
