"","state","year","months","period","colony_n","colony_max","colony_lost","colony_lost_pct","colony_added","colony_reno","colony_reno_pct","stressor","stress_pct","State.Code","Region","Division"
"5998","Texas",2019,"July-September",19,126000,133000,11000,8,6500,7000,5,"Varroa mites",21.9,"TX","South","West South Central"
"5999","Texas",2019,"July-September",19,126000,133000,11000,8,6500,7000,5,"Other pests/parasites",18.3,"TX","South","West South Central"
"6000","Texas",2019,"July-September",19,126000,133000,11000,8,6500,7000,5,"Disesases",4.4,"TX","South","West South Central"
"6001","Texas",2019,"July-September",19,126000,133000,11000,8,6500,7000,5,"Pesticides",11.5,"TX","South","West South Central"
"6002","Texas",2017,"April-June",10,345000,345000,18000,5,43000,148000,43,"Other",2.9,"TX","South","West South Central"
"6003","Texas",2019,"July-September",19,126000,133000,11000,8,6500,7000,5,"Unknown",2.1,"TX","South","West South Central"
"6004","Texas",2016,"April-June",6,340000,350000,36000,10,74000,54000,15,"Disesases",7.5,"TX","South","West South Central"
"6005","Texas",2018,"October-December",16,116000,260000,17000,7,11000,70,NA,"Other",6.2,"TX","South","West South Central"
"6006","Texas",2018,"October-December",16,116000,260000,17000,7,11000,70,NA,"Unknown",3.7,"TX","South","West South Central"
"6007","Texas",2017,"October-December",12,127000,285000,20000,7,3200,1900,1,"Varroa mites",33.9,"TX","South","West South Central"
"6008","Texas",2018,"April-June",14,305000,310000,31000,10,1e+05,69000,22,"Other pests/parasites",17.4,"TX","South","West South Central"
"6009","Texas",2017,"October-December",12,127000,285000,20000,7,3200,1900,1,"Disesases",7.1,"TX","South","West South Central"
"6010","Texas",2017,"July-September",11,104000,115000,15000,13,21000,7500,7,"Disesases",0.1,"TX","South","West South Central"
"6011","Texas",2018,"April-June",14,305000,310000,31000,10,1e+05,69000,22,"Other",8.3,"TX","South","West South Central"
"6012","Texas",2018,"April-June",14,305000,310000,31000,10,1e+05,69000,22,"Unknown",14.3,"TX","South","West South Central"
"6013","Texas",2017,"January-March",9,270000,330000,35000,11,148000,68000,21,"Disesases",2,"TX","South","West South Central"
"6014","Texas",2015,"April-June",2,305000,315000,33000,11,76000,94000,30,"Pesticides",6.6,"TX","South","West South Central"
"6015","Texas",2019,"July-September",19,126000,133000,11000,8,6500,7000,5,"Other",7.2,"TX","South","West South Central"
"6016","Texas",2017,"January-March",9,270000,330000,35000,11,148000,68000,21,"Unknown",3.6,"TX","South","West South Central"
"6017","Texas",2016,"July-September",7,129000,143000,12000,8,12500,810,1,"Other",3.7,"TX","South","West South Central"
"6018","Texas",2016,"January-March",5,240000,290000,29000,10,73000,42000,15,"Pesticides",10.2,"TX","South","West South Central"
"6019","Texas",2016,"January-March",5,240000,290000,29000,10,73000,42000,15,"Other",4,"TX","South","West South Central"
"6020","Texas",2015,"July-September",3,76000,136000,16500,12,5500,4800,4,"Varroa mites",30.7,"TX","South","West South Central"
"6021","Texas",2015,"July-September",3,76000,136000,16500,12,5500,4800,4,"Other pests/parasites",26,"TX","South","West South Central"
"6022","Texas",2015,"January-March",1,191000,250000,26000,10,82000,51000,20,"Varroa mites",21.5,"TX","South","West South Central"
"6023","Texas",2015,"January-March",1,191000,250000,26000,10,82000,51000,20,"Other pests/parasites",12.2,"TX","South","West South Central"
"6024","Texas",2015,"October-December",4,125000,250000,25000,10,13000,2000,1,"Other",2.2,"TX","South","West South Central"
"6025","Texas",2015,"October-December",4,125000,250000,25000,10,13000,2000,1,"Unknown",8,"TX","South","West South Central"
"6026","Texas",2019,"October-December",20,129000,240000,17500,7,8000,1700,1,"Disesases",4.6,"TX","South","West South Central"
"6027","Texas",2019,"October-December",20,129000,240000,17500,7,8000,1700,1,"Pesticides",4.9,"TX","South","West South Central"
"6028","Texas",2017,"January-March",9,270000,330000,35000,11,148000,68000,21,"Other",3.5,"TX","South","West South Central"
"6029","Texas",2015,"April-June",2,305000,315000,33000,11,76000,94000,30,"Unknown",3,"TX","South","West South Central"
"6030","Texas",2019,"January-March",17,260000,330000,17000,5,61000,35000,11,"Disesases",5.3,"TX","South","West South Central"
"6031","Texas",2021,"April-June",26,385000,425000,34000,8,65000,72000,17,"Varroa mites",38.1,"TX","South","West South Central"
"6032","Texas",2021,"January-March",25,240000,345000,23000,7,56000,13000,4,"Disesases",1.6,"TX","South","West South Central"
"6033","Texas",2021,"April-June",26,385000,425000,34000,8,65000,72000,17,"Pesticides",11.5,"TX","South","West South Central"
"6034","Texas",2021,"January-March",25,240000,345000,23000,7,56000,13000,4,"Other",7.7,"TX","South","West South Central"
"6035","Texas",2021,"January-March",25,240000,345000,23000,7,56000,13000,4,"Unknown",NA,"TX","South","West South Central"
"6036","Texas",2020,"July-September",23,167000,173000,9500,5,9000,7500,4,"Pesticides",6.7,"TX","South","West South Central"
"6037","Texas",2020,"July-September",23,167000,173000,9500,5,9000,7500,4,"Other",1.6,"TX","South","West South Central"
"6038","Texas",2020,"July-September",23,167000,173000,9500,5,9000,7500,4,"Unknown",0.6,"TX","South","West South Central"
"6039","Texas",2017,"July-September",11,104000,115000,15000,13,21000,7500,7,"Pesticides",24,"TX","South","West South Central"
"6040","Texas",2017,"July-September",11,104000,115000,15000,13,21000,7500,7,"Other",18.3,"TX","South","West South Central"
"6041","Texas",2019,"October-December",20,129000,240000,17500,7,8000,1700,1,"Other",5.8,"TX","South","West South Central"
"6042","Texas",2020,"April-June",22,360000,385000,25000,6,75000,136000,35,"Unknown",5.8,"TX","South","West South Central"
"6043","Texas",2015,"January-March",1,191000,250000,26000,10,82000,51000,20,"Unknown",6.2,"TX","South","West South Central"
"6044","Texas",2016,"October-December",8,136000,310000,39000,13,2200,650,NA,"Other",2.8,"TX","South","West South Central"
"6045","Texas",2017,"July-September",11,104000,115000,15000,13,21000,7500,7,"Varroa mites",33.7,"TX","South","West South Central"
"6046","Texas",2016,"July-September",7,129000,143000,12000,8,12500,810,1,"Unknown",4.1,"TX","South","West South Central"
"6047","Texas",2015,"October-December",4,125000,250000,25000,10,13000,2000,1,"Varroa mites",20.9,"TX","South","West South Central"
"6048","Texas",2018,"April-June",14,305000,310000,31000,10,1e+05,69000,22,"Varroa mites",26,"TX","South","West South Central"
"6049","Texas",2020,"April-June",22,360000,385000,25000,6,75000,136000,35,"Disesases",3.3,"TX","South","West South Central"
"6050","Texas",2018,"April-June",14,305000,310000,31000,10,1e+05,69000,22,"Disesases",7.9,"TX","South","West South Central"
"6051","Texas",2017,"October-December",12,127000,285000,20000,7,3200,1900,1,"Pesticides",2.9,"TX","South","West South Central"
"6052","Texas",2015,"January-March",1,191000,250000,26000,10,82000,51000,20,"Disesases",5,"TX","South","West South Central"
"6053","Texas",2016,"April-June",6,340000,350000,36000,10,74000,54000,15,"Other",7.4,"TX","South","West South Central"
"6054","Texas",2020,"April-June",22,360000,385000,25000,6,75000,136000,35,"Pesticides",4.6,"TX","South","West South Central"
"6055","Texas",2015,"April-June",2,305000,315000,33000,11,76000,94000,30,"Other",7.4,"TX","South","West South Central"
"6056","Texas",2020,"January-March",21,235000,340000,35000,10,83000,24000,7,"Unknown",4.6,"TX","South","West South Central"
"6057","Texas",2020,"April-June",22,360000,385000,25000,6,75000,136000,35,"Other pests/parasites",7.7,"TX","South","West South Central"
"6058","Texas",2015,"October-December",4,125000,250000,25000,10,13000,2000,1,"Other pests/parasites",8.7,"TX","South","West South Central"
"6059","Texas",2021,"January-March",25,240000,345000,23000,7,56000,13000,4,"Varroa mites",18.5,"TX","South","West South Central"
"6060","Texas",2020,"October-December",24,144000,255000,43000,17,27000,1700,1,"Varroa mites",27.4,"TX","South","West South Central"
"6061","Texas",2020,"January-March",21,235000,340000,35000,10,83000,24000,7,"Other",5.2,"TX","South","West South Central"
"6062","Texas",2017,"October-December",12,127000,285000,20000,7,3200,1900,1,"Other",3.8,"TX","South","West South Central"
"6063","Texas",2015,"July-September",3,76000,136000,16500,12,5500,4800,4,"Disesases",1.3,"TX","South","West South Central"
"6064","Texas",2015,"July-September",3,76000,136000,16500,12,5500,4800,4,"Pesticides",19.4,"TX","South","West South Central"
"6065","Texas",2020,"April-June",22,360000,385000,25000,6,75000,136000,35,"Varroa mites",30.2,"TX","South","West South Central"
"6066","Texas",2020,"October-December",24,144000,255000,43000,17,27000,1700,1,"Other pests/parasites",6.5,"TX","South","West South Central"
"6067","Texas",2017,"April-June",10,345000,345000,18000,5,43000,148000,43,"Varroa mites",28.8,"TX","South","West South Central"
"6068","Texas",2020,"April-June",22,360000,385000,25000,6,75000,136000,35,"Other",5.7,"TX","South","West South Central"
"6069","Texas",2020,"January-March",21,235000,340000,35000,10,83000,24000,7,"Pesticides",3.4,"TX","South","West South Central"
"6070","Texas",2018,"April-June",14,305000,310000,31000,10,1e+05,69000,22,"Pesticides",4.4,"TX","South","West South Central"
"6071","Texas",2020,"October-December",24,144000,255000,43000,17,27000,1700,1,"Disesases",NA,"TX","South","West South Central"
"6072","Texas",2021,"April-June",26,385000,425000,34000,8,65000,72000,17,"Unknown",NA,"TX","South","West South Central"
"6073","Texas",2020,"July-September",23,167000,173000,9500,5,9000,7500,4,"Varroa mites",20.2,"TX","South","West South Central"
"6074","Texas",2015,"October-December",4,125000,250000,25000,10,13000,2000,1,"Disesases",2.7,"TX","South","West South Central"
"6075","Texas",2015,"July-September",3,76000,136000,16500,12,5500,4800,4,"Other",4.7,"TX","South","West South Central"
"6076","Texas",2020,"January-March",21,235000,340000,35000,10,83000,24000,7,"Disesases",1.3,"TX","South","West South Central"
"6077","Texas",2021,"January-March",25,240000,345000,23000,7,56000,13000,4,"Other pests/parasites",13.8,"TX","South","West South Central"
"6078","Texas",2021,"April-June",26,385000,425000,34000,8,65000,72000,17,"Other pests/parasites",3.4,"TX","South","West South Central"
"6079","Texas",2021,"January-March",25,240000,345000,23000,7,56000,13000,4,"Pesticides",6,"TX","South","West South Central"
"6080","Texas",2020,"July-September",23,167000,173000,9500,5,9000,7500,4,"Disesases",2,"TX","South","West South Central"
"6081","Texas",2015,"October-December",4,125000,250000,25000,10,13000,2000,1,"Pesticides",5.4,"TX","South","West South Central"
"6082","Texas",2020,"January-March",21,235000,340000,35000,10,83000,24000,7,"Other pests/parasites",6.8,"TX","South","West South Central"
"6083","Texas",2020,"July-September",23,167000,173000,9500,5,9000,7500,4,"Other pests/parasites",13.6,"TX","South","West South Central"
"6084","Texas",2020,"January-March",21,235000,340000,35000,10,83000,24000,7,"Varroa mites",12.2,"TX","South","West South Central"
"6085","United States",2021,"January-March",25,2923240,NA,372630,13,308530,156270,5,"Disesases",2.2,NA,NA,NA
"6086","United States",2021,"January-March",25,2923240,NA,372630,13,308530,156270,5,"Pesticides",6.3,NA,NA,NA
"6087","United States",2021,"January-March",25,2923240,NA,372630,13,308530,156270,5,"Other",6.5,NA,NA,NA
"6088","United States",2021,"January-March",25,2923240,NA,372630,13,308530,156270,5,"Unknown",3.3,NA,NA,NA
"6089","United States",2020,"July-September",23,3175330,NA,411490,13,348280,381620,12,"Other pests/parasites",12.8,NA,NA,NA
"6090","United States",2019,"October-December",20,3018110,NA,399510,13,233260,91000,3,"Varroa mites",45.7,NA,NA,NA
"6091","United States",2019,"October-December",20,3018110,NA,399510,13,233260,91000,3,"Other pests/parasites",15,NA,NA,NA
"6092","United States",2019,"October-December",20,3018110,NA,399510,13,233260,91000,3,"Disesases",5.4,NA,NA,NA
"6093","United States",2019,"April-June",18,NA,NA,NA,NA,NA,NA,NA,"Varroa mites",NA,NA,NA,NA
"6094","United States",2019,"April-June",18,NA,NA,NA,NA,NA,NA,NA,"Other pests/parasites",NA,NA,NA,NA
"6095","United States",2019,"April-June",18,NA,NA,NA,NA,NA,NA,NA,"Disesases",NA,NA,NA,NA
"6096","United States",2019,"April-June",18,NA,NA,NA,NA,NA,NA,NA,"Pesticides",NA,NA,NA,NA
"6097","United States",2019,"April-June",18,NA,NA,NA,NA,NA,NA,NA,"Other",NA,NA,NA,NA
"6098","United States",2019,"April-June",18,NA,NA,NA,NA,NA,NA,NA,"Unknown",NA,NA,NA,NA
"6099","United States",2018,"January-March",13,2631220,NA,425220,16,512940,288750,11,"Other pests/parasites",12.7,NA,NA,NA
"6100","United States",2018,"January-March",13,2631220,NA,425220,16,512940,288750,11,"Disesases",4.3,NA,NA,NA
"6101","United States",2017,"July-September",11,2994500,NA,394810,13,284370,449550,15,"Varroa mites",45.5,NA,NA,NA
"6102","United States",2017,"July-September",11,2994500,NA,394810,13,284370,449550,15,"Other pests/parasites",15,NA,NA,NA
"6103","United States",2016,"October-December",8,3032060,NA,502350,17,124660,60390,2,"Varroa mites",46.6,NA,NA,NA
"6104","United States",2016,"October-December",8,3032060,NA,502350,17,124660,60390,2,"Other pests/parasites",16.9,NA,NA,NA
"6105","United States",2016,"October-December",8,3032060,NA,502350,17,124660,60390,2,"Disesases",8.3,NA,NA,NA
"6106","United States",2016,"October-December",8,3032060,NA,502350,17,124660,60390,2,"Pesticides",9.4,NA,NA,NA
"6107","United States",2016,"October-December",8,3032060,NA,502350,17,124660,60390,2,"Other",10.1,NA,NA,NA
"6108","United States",2016,"October-December",8,3032060,NA,502350,17,124660,60390,2,"Unknown",6.4,NA,NA,NA
"6109","United States",2016,"April-June",6,2801470,NA,329820,12,736920,561160,20,"Other pests/parasites",16.3,NA,NA,NA
"6110","United States",2016,"April-June",6,2801470,NA,329820,12,736920,561160,20,"Disesases",9.5,NA,NA,NA
"6111","United States",2015,"January-March",1,2824610,NA,500020,18,546980,270530,10,"Varroa mites",25.2,NA,NA,NA
"6112","United States",2015,"January-March",1,2824610,NA,500020,18,546980,270530,10,"Other pests/parasites",8.6,NA,NA,NA
"6113","United States",2015,"January-March",1,2824610,NA,500020,18,546980,270530,10,"Disesases",3.1,NA,NA,NA
"6114","United States",2021,"April-June",26,2855070,NA,255860,9,677690,480380,17,"Varroa mites",48.7,NA,NA,NA
"6115","United States",2020,"October-December",24,3135340,NA,484920,15,271500,128990,4,"Varroa mites",48.6,NA,NA,NA
"6116","United States",2020,"October-December",24,3135340,NA,484920,15,271500,128990,4,"Other pests/parasites",11,NA,NA,NA
"6117","United States",2020,"October-December",24,3135340,NA,484920,15,271500,128990,4,"Disesases",6.8,NA,NA,NA
"6118","United States",2020,"April-June",22,2982900,NA,252630,8,596860,632680,21,"Varroa mites",42.3,NA,NA,NA
"6119","United States",2020,"April-June",22,2982900,NA,252630,8,596860,632680,21,"Other pests/parasites",12.2,NA,NA,NA
"6120","United States",2020,"April-June",22,2982900,NA,252630,8,596860,632680,21,"Disesases",5.5,NA,NA,NA
"6121","United States",2020,"April-June",22,2982900,NA,252630,8,596860,632680,21,"Pesticides",6.1,NA,NA,NA
"6122","United States",2020,"April-June",22,2982900,NA,252630,8,596860,632680,21,"Other",10.8,NA,NA,NA
"6123","United States",2020,"April-June",22,2982900,NA,252630,8,596860,632680,21,"Unknown",5.2,NA,NA,NA
"6124","United States",2019,"January-March",17,2671470,NA,407700,15,247710,179500,7,"Other pests/parasites",14.8,NA,NA,NA
"6125","United States",2019,"January-March",17,2671470,NA,407700,15,247710,179500,7,"Disesases",7.1,NA,NA,NA
"6126","United States",2018,"July-September",15,2958790,NA,377120,13,263560,420780,14,"Varroa mites",53.8,NA,NA,NA
"6127","United States",2018,"July-September",15,2958790,NA,377120,13,263560,420780,14,"Other pests/parasites",15.2,NA,NA,NA
"6128","United States",2017,"October-December",12,2849770,NA,424860,15,204510,213990,8,"Varroa mites",55.3,NA,NA,NA
"6129","United States",2017,"October-December",12,2849770,NA,424860,15,204510,213990,8,"Other pests/parasites",18.9,NA,NA,NA
"6130","United States",2017,"October-December",12,2849770,NA,424860,15,204510,213990,8,"Disesases",9.4,NA,NA,NA
"6131","United States",2017,"October-December",12,2849770,NA,424860,15,204510,213990,8,"Pesticides",15,NA,NA,NA
"6132","United States",2017,"October-December",12,2849770,NA,424860,15,204510,213990,8,"Other",11.1,NA,NA,NA
"6133","United States",2017,"October-December",12,2849770,NA,424860,15,204510,213990,8,"Unknown",7.6,NA,NA,NA
"6134","United States",2017,"April-June",10,2886030,NA,225680,8,653470,806170,28,"Other pests/parasites",11.7,NA,NA,NA
"6135","United States",2017,"April-June",10,2886030,NA,225680,8,653470,806170,28,"Disesases",4.3,NA,NA,NA
"6136","United States",2016,"January-March",5,2594590,NA,428800,17,378160,158050,6,"Varroa mites",34.3,NA,NA,NA
"6137","United States",2016,"January-March",5,2594590,NA,428800,17,378160,158050,6,"Other pests/parasites",12.6,NA,NA,NA
"6138","United States",2016,"January-March",5,2594590,NA,428800,17,378160,158050,6,"Disesases",6.2,NA,NA,NA
"6139","United States",2015,"July-September",3,3132880,NA,457100,15,172990,303070,10,"Varroa mites",41.2,NA,NA,NA
"6140","United States",2015,"July-September",3,3132880,NA,457100,15,172990,303070,10,"Other pests/parasites",17.6,NA,NA,NA
"6141","United States",2015,"July-September",3,3132880,NA,457100,15,172990,303070,10,"Disesases",8,NA,NA,NA
"6142","United States",2015,"July-September",3,3132880,NA,457100,15,172990,303070,10,"Pesticides",15.2,NA,NA,NA
"6143","United States",2015,"July-September",3,3132880,NA,457100,15,172990,303070,10,"Other",8.8,NA,NA,NA
"6144","United States",2015,"July-September",3,3132880,NA,457100,15,172990,303070,10,"Unknown",4.8,NA,NA,NA
"6145","United States",2021,"April-June",26,2855070,NA,255860,9,677690,480380,17,"Other pests/parasites",12.8,NA,NA,NA
"6146","United States",2021,"April-June",26,2855070,NA,255860,9,677690,480380,17,"Disesases",5.5,NA,NA,NA
"6147","United States",2021,"April-June",26,2855070,NA,255860,9,677690,480380,17,"Pesticides",12.3,NA,NA,NA
"6148","United States",2021,"April-June",26,2855070,NA,255860,9,677690,480380,17,"Other",11.3,NA,NA,NA
"6149","United States",2021,"April-June",26,2855070,NA,255860,9,677690,480380,17,"Unknown",3.9,NA,NA,NA
"6150","United States",2020,"January-March",21,2876100,NA,399570,14,477200,153390,5,"Other pests/parasites",8,NA,NA,NA
"6151","United States",2020,"January-March",21,2876100,NA,399570,14,477200,153390,5,"Disesases",4.4,NA,NA,NA
"6152","United States",2019,"July-September",19,3175960,NA,434700,14,252550,355330,11,"Varroa mites",44.1,NA,NA,NA
"6153","United States",2019,"July-September",19,3175960,NA,434700,14,252550,355330,11,"Other pests/parasites",13.4,NA,NA,NA
"6154","United States",2018,"October-December",16,2868970,NA,444730,16,219640,154560,5,"Varroa mites",50.5,NA,NA,NA
"6155","United States",2018,"October-December",16,2868970,NA,444730,16,219640,154560,5,"Other pests/parasites",20.3,NA,NA,NA
"6156","United States",2018,"October-December",16,2868970,NA,444730,16,219640,154560,5,"Disesases",10.4,NA,NA,NA
"6157","United States",2018,"October-December",16,2868970,NA,444730,16,219640,154560,5,"Pesticides",13.8,NA,NA,NA
"6158","United States",2018,"October-December",16,2868970,NA,444730,16,219640,154560,5,"Other",8.4,NA,NA,NA
"6159","United States",2018,"October-December",16,2868970,NA,444730,16,219640,154560,5,"Unknown",6.5,NA,NA,NA
"6160","United States",2018,"April-June",14,2692660,NA,270000,10,725650,715110,27,"Other pests/parasites",19,NA,NA,NA
"6161","United States",2018,"April-June",14,2692660,NA,270000,10,725650,715110,27,"Disesases",11.4,NA,NA,NA
"6162","United States",2017,"January-March",9,2615590,NA,361850,14,586240,239580,9,"Varroa mites",42.2,NA,NA,NA
"6163","United States",2017,"January-March",9,2615590,NA,361850,14,586240,239580,9,"Other pests/parasites",15.6,NA,NA,NA
"6164","United States",2017,"January-March",9,2615590,NA,361850,14,586240,239580,9,"Disesases",7.1,NA,NA,NA
"6165","United States",2016,"July-September",7,3181180,NA,397290,12,217320,282130,9,"Varroa mites",46.1,NA,NA,NA
"6166","United States",2016,"July-September",7,3181180,NA,397290,12,217320,282130,9,"Other pests/parasites",15.6,NA,NA,NA
"6167","United States",2016,"July-September",7,3181180,NA,397290,12,217320,282130,9,"Disesases",6.7,NA,NA,NA
"6168","United States",2016,"July-September",7,3181180,NA,397290,12,217320,282130,9,"Pesticides",15.1,NA,NA,NA
"6169","United States",2016,"July-September",7,3181180,NA,397290,12,217320,282130,9,"Other",9.3,NA,NA,NA
"6170","United States",2016,"July-September",7,3181180,NA,397290,12,217320,282130,9,"Unknown",4.5,NA,NA,NA
"6171","United States",2015,"October-December",4,2874760,NA,412380,14,117150,158790,6,"Other pests/parasites",11.4,NA,NA,NA
"6172","United States",2015,"April-June",2,2849500,NA,352860,12,661860,692850,24,"Varroa mites",43.4,NA,NA,NA
"6173","United States",2015,"April-June",2,2849500,NA,352860,12,661860,692850,24,"Other pests/parasites",19.5,NA,NA,NA
"6174","United States",2015,"April-June",2,2849500,NA,352860,12,661860,692850,24,"Disesases",4.9,NA,NA,NA
"6175","United States",2020,"July-September",23,3175330,NA,411490,13,348280,381620,12,"Varroa mites",55.7,NA,NA,NA
"6176","United States",2020,"October-December",24,3135340,NA,484920,15,271500,128990,4,"Pesticides",8,NA,NA,NA
"6177","United States",2020,"July-September",23,3175330,NA,411490,13,348280,381620,12,"Disesases",6.1,NA,NA,NA
"6178","United States",2020,"July-September",23,3175330,NA,411490,13,348280,381620,12,"Pesticides",21.7,NA,NA,NA
"6179","United States",2020,"July-September",23,3175330,NA,411490,13,348280,381620,12,"Other",13.8,NA,NA,NA
"6180","United States",2020,"July-September",23,3175330,NA,411490,13,348280,381620,12,"Unknown",4.1,NA,NA,NA
"6181","United States",2019,"October-December",20,3018110,NA,399510,13,233260,91000,3,"Pesticides",10.9,NA,NA,NA
"6182","United States",2019,"October-December",20,3018110,NA,399510,13,233260,91000,3,"Other",8.6,NA,NA,NA
"6183","United States",2019,"October-December",20,3018110,NA,399510,13,233260,91000,3,"Unknown",5.3,NA,NA,NA
"6184","United States",2018,"January-March",13,2631220,NA,425220,16,512940,288750,11,"Varroa mites",40.8,NA,NA,NA
"6185","United States",2018,"January-March",13,2631220,NA,425220,16,512940,288750,11,"Pesticides",10.3,NA,NA,NA
"6186","United States",2018,"January-March",13,2631220,NA,425220,16,512940,288750,11,"Other",8.7,NA,NA,NA
"6187","United States",2018,"January-March",13,2631220,NA,425220,16,512940,288750,11,"Unknown",7.2,NA,NA,NA
"6188","United States",2017,"July-September",11,2994500,NA,394810,13,284370,449550,15,"Disesases",4.8,NA,NA,NA
"6189","United States",2017,"July-September",11,2994500,NA,394810,13,284370,449550,15,"Pesticides",10.9,NA,NA,NA
"6190","United States",2017,"July-September",11,2994500,NA,394810,13,284370,449550,15,"Other",11.6,NA,NA,NA
"6191","United States",2017,"July-September",11,2994500,NA,394810,13,284370,449550,15,"Unknown",4.9,NA,NA,NA
"6192","United States",2016,"April-June",6,2801470,NA,329820,12,736920,561160,20,"Varroa mites",53.4,NA,NA,NA
"6193","United States",2016,"April-June",6,2801470,NA,329820,12,736920,561160,20,"Pesticides",12.4,NA,NA,NA
"6194","United States",2016,"April-June",6,2801470,NA,329820,12,736920,561160,20,"Other",12.3,NA,NA,NA
"6195","United States",2016,"April-June",6,2801470,NA,329820,12,736920,561160,20,"Unknown",4.1,NA,NA,NA
"6196","United States",2015,"January-March",1,2824610,NA,500020,18,546980,270530,10,"Pesticides",7.4,NA,NA,NA
"6197","United States",2015,"January-March",1,2824610,NA,500020,18,546980,270530,10,"Other",6.9,NA,NA,NA
"6198","United States",2015,"January-March",1,2824610,NA,500020,18,546980,270530,10,"Unknown",4.3,NA,NA,NA
"6199","United States",2021,"January-March",25,2923240,NA,372630,13,308530,156270,5,"Other pests/parasites",8.8,NA,NA,NA
"6200","United States",2019,"January-March",17,2671470,NA,407700,15,247710,179500,7,"Unknown",5.2,NA,NA,NA
"6201","United States",2018,"July-September",15,2958790,NA,377120,13,263560,420780,14,"Disesases",6.4,NA,NA,NA
"6202","United States",2020,"October-December",24,3135340,NA,484920,15,271500,128990,4,"Other",4.1,NA,NA,NA
"6203","United States",2020,"October-December",24,3135340,NA,484920,15,271500,128990,4,"Unknown",6.3,NA,NA,NA
"6204","United States",2019,"January-March",17,2671470,NA,407700,15,247710,179500,7,"Varroa mites",45.6,NA,NA,NA
"6205","United States",2019,"January-March",17,2671470,NA,407700,15,247710,179500,7,"Pesticides",13.6,NA,NA,NA
"6206","United States",2019,"January-March",17,2671470,NA,407700,15,247710,179500,7,"Other",9,NA,NA,NA
"6207","United States",2016,"January-March",5,2594590,NA,428800,17,378160,158050,6,"Pesticides",10.5,NA,NA,NA
"6208","United States",2018,"July-September",15,2958790,NA,377120,13,263560,420780,14,"Pesticides",15.7,NA,NA,NA
"6209","United States",2018,"July-September",15,2958790,NA,377120,13,263560,420780,14,"Other",13.9,NA,NA,NA
"6210","United States",2018,"July-September",15,2958790,NA,377120,13,263560,420780,14,"Unknown",4.7,NA,NA,NA
"6211","United States",2017,"April-June",10,2886030,NA,225680,8,653470,806170,28,"Varroa mites",41.6,NA,NA,NA
"6212","United States",2017,"April-June",10,2886030,NA,225680,8,653470,806170,28,"Pesticides",12.9,NA,NA,NA
"6213","United States",2017,"April-June",10,2886030,NA,225680,8,653470,806170,28,"Other",6.6,NA,NA,NA
"6214","United States",2017,"April-June",10,2886030,NA,225680,8,653470,806170,28,"Unknown",4.4,NA,NA,NA
"6215","United States",2019,"July-September",19,3175960,NA,434700,14,252550,355330,11,"Unknown",4.5,NA,NA,NA
"6216","United States",2016,"January-March",5,2594590,NA,428800,17,378160,158050,6,"Other",7,NA,NA,NA
"6217","United States",2016,"January-March",5,2594590,NA,428800,17,378160,158050,6,"Unknown",5.4,NA,NA,NA
"6218","United States",2015,"April-June",2,2849500,NA,352860,12,661860,692850,24,"Unknown",3.5,NA,NA,NA
"6219","United States",2021,"January-March",25,2923240,NA,372630,13,308530,156270,5,"Varroa mites",31.3,NA,NA,NA
"6220","United States",2018,"April-June",14,2692660,NA,270000,10,725650,715110,27,"Varroa mites",53.4,NA,NA,NA
"6221","United States",2020,"January-March",21,2876100,NA,399570,14,477200,153390,5,"Varroa mites",25.5,NA,NA,NA
"6222","United States",2020,"January-March",21,2876100,NA,399570,14,477200,153390,5,"Pesticides",5,NA,NA,NA
"6223","United States",2020,"January-March",21,2876100,NA,399570,14,477200,153390,5,"Other",5.6,NA,NA,NA
"6224","United States",2020,"January-March",21,2876100,NA,399570,14,477200,153390,5,"Unknown",5.4,NA,NA,NA
"6225","United States",2019,"July-September",19,3175960,NA,434700,14,252550,355330,11,"Disesases",8.5,NA,NA,NA
"6226","United States",2019,"July-September",19,3175960,NA,434700,14,252550,355330,11,"Pesticides",13.6,NA,NA,NA
"6227","United States",2019,"July-September",19,3175960,NA,434700,14,252550,355330,11,"Other",11.9,NA,NA,NA
"6228","United States",2015,"October-December",4,2874760,NA,412380,14,117150,158790,6,"Varroa mites",37,NA,NA,NA
"6229","United States",2015,"October-December",4,2874760,NA,412380,14,117150,158790,6,"Disesases",5.2,NA,NA,NA
"6230","United States",2018,"April-June",14,2692660,NA,270000,10,725650,715110,27,"Pesticides",13,NA,NA,NA
"6231","United States",2018,"April-June",14,2692660,NA,270000,10,725650,715110,27,"Other",14.4,NA,NA,NA
"6232","United States",2018,"April-June",14,2692660,NA,270000,10,725650,715110,27,"Unknown",9.1,NA,NA,NA
"6233","United States",2017,"January-March",9,2615590,NA,361850,14,586240,239580,9,"Pesticides",8.9,NA,NA,NA
"6234","United States",2017,"January-March",9,2615590,NA,361850,14,586240,239580,9,"Other",7.2,NA,NA,NA
"6235","United States",2017,"January-March",9,2615590,NA,361850,14,586240,239580,9,"Unknown",7.4,NA,NA,NA
"6236","United States",2015,"October-December",4,2874760,NA,412380,14,117150,158790,6,"Pesticides",9.5,NA,NA,NA
"6237","United States",2015,"October-December",4,2874760,NA,412380,14,117150,158790,6,"Other",7.3,NA,NA,NA
"6238","United States",2015,"October-December",4,2874760,NA,412380,14,117150,158790,6,"Unknown",6.9,NA,NA,NA
